Iteration	Posterior	Likelihood	Prior	age_uapaca	birth_rate	branch_rates[1]	branch_rates[2]	branch_rates[3]	branch_rates[4]	branch_rates[5]	branch_rates[6]	branch_rates[7]	branch_rates[8]	branch_rates[9]	branch_rates[10]	branch_rates[11]	branch_rates[12]	branch_rates[13]	branch_rates[14]	branch_rates[15]	branch_rates[16]	branch_rates[17]	branch_rates[18]	branch_rates[19]	branch_rates[20]	branch_rates[21]	branch_rates[22]	branch_rates[23]	branch_rates[24]	branch_rates[25]	branch_rates[26]	branch_rates[27]	branch_rates[28]	branch_rates[29]	branch_rates[30]	branch_rates[31]	branch_rates[32]	branch_rates[33]	branch_rates[34]	branch_rates[35]	branch_rates[36]	branch_rates[37]	branch_rates[38]	branch_rates[39]	branch_rates[40]	death_rate	denom	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	mean_rt	root_time	sf[1]	sf[2]	sf[3]	sf[4]	turnover	ucln_mean	ucln_mu	ucln_sigma	ucln_var
300	-14052.01	-14213.38	161.3693	69.39422	0.1661644	0.001064779	0.0006731932	0.0001006977	0.0004741945	0.001570998	0.003328179	0.0002228175	0.0002087539	0.0003166403	0.0003172231	0.0005396627	0.0007601606	0.001003776	0.000201256	0.001147141	0.001812164	0.0002843643	0.0003538411	0.0001462104	0.001626791	0.0001101098	0.0001814214	0.000777622	0.0004479699	0.001585877	0.001493793	0.0004485087	0.0001343246	0.0005396456	0.0006464871	0.0007700871	0.0001932423	0.001482956	0.0004083854	0.0009228263	0.0004699533	0.0002678403	0.000225648	0.0005010862	0.0004595719	0.04411328	0.7345203	0.1220512	0.156507	0.247856	0.094951	0.0584149	0.366861	0.0754094	0.000705505	69.39422	0.260872	0.178067	0.278903	0.282157	0.2654797	0.0008364676	-7.618868	1.032032	1.06509
310	-14040.39	-14207.29	166.8964	107.7082	0.1807701	0.000730266	0.0006472134	9.449343e-05	0.0002533006	0.0009528395	0.000685042	0.0003293192	0.0005849452	0.0005627812	0.001511016	4.075061e-05	0.0004749802	0.000248886	0.0005130069	0.002505049	0.002645833	0.0002471187	0.0002903905	0.0001951642	0.0007923985	0.0001642619	0.0001123721	0.0001402155	0.0003619742	0.0008771591	0.0001738331	0.0005793945	0.0004907804	0.000797079	0.0004383048	0.0003942065	0.0009101293	0.002396485	0.0005180239	0.000311888	0.0002629244	0.0002694851	0.001189586	0.001037296	0.0005281611	0.09137121	0.4945446	0.08939888	0.168363	0.239869	0.0918454	0.0664305	0.354862	0.0786296	0.0006564588	107.7082	0.263441	0.174065	0.275551	0.286942	0.5054554	0.00089357	-7.457804	0.9354333	0.8750355
320	-14046.16	-14206.45	160.288	117.39	0.1468485	0.0003913868	0.001004778	8.349538e-05	0.0002624175	0.0009284879	0.001021714	0.0007516797	0.0004998145	0.001944263	0.0003768629	0.000256076	0.0004486733	0.0006027039	0.0005410589	0.002145977	0.00426853	0.0002606313	0.0003508454	0.0001658116	0.0006450767	0.0005964743	0.0001088763	0.0005155127	0.0006348319	0.0008139885	0.000610683	0.000111125	0.0003818868	0.0005837088	0.0005179824	0.0005919274	0.0001042353	0.0008524081	0.0002464483	0.001213713	0.001009496	0.000300618	0.002031276	0.0006838928	0.00134246	0.03867797	0.7366132	0.1081706	0.123438	0.252054	0.107008	0.0838502	0.332417	0.101233	0.0007550457	117.39	0.264024	0.172333	0.269824	0.293819	0.2633868	0.0006546335	-7.672781	0.8262519	0.6826923
330	-14051.99	-14221.24	169.249	83.50681	0.2792291	0.0003342371	0.00043907	0.0001069891	0.0003135045	0.0002499533	0.0009892886	0.0001685979	0.0002950611	0.0006165168	0.000605415	0.001400906	5.875201e-05	0.0001881389	0.0003463696	0.0008673292	0.004218758	0.0003349989	0.0003776086	7.916361e-05	0.0007607376	0.0005874175	0.0001987665	0.0009854142	0.0009352665	0.001229065	0.0008346869	0.0002507432	0.0007824891	0.0004255177	0.0005964486	0.001556271	0.0009007962	0.001021091	0.0001419532	0.0005974623	0.0008085586	0.0003953044	0.0006086811	0.0002082277	0.0003152605	0.1647214	0.4100851	0.1145077	0.118913	0.246049	0.109861	0.0696934	0.345948	0.109535	0.0006532704	83.50681	0.259616	0.177804	0.281485	0.281095	0.5899149	0.0006991561	-7.681384	0.9118636	0.8314953
340	-14037.27	-14214.93	177.6612	107.9785	0.1662532	0.0004156841	8.388232e-05	0.0001533696	0.0001538423	0.001174483	0.0003943747	0.0002740621	0.0003292794	0.0004934879	0.0006992542	0.0004387446	0.0005464669	0.0005113773	0.0007070692	0.001402183	0.002345408	0.0003885149	0.0003504219	0.0002808534	0.0005579123	0.0003233596	0.0002306036	0.000121785	0.0004300724	0.0005874979	0.0009552879	0.0002546659	0.0005173362	0.0002376068	0.000637701	0.0008675088	0.00270594	0.0005194976	0.0003532287	0.0007383909	0.0002119553	0.0005497575	0.0006441295	0.0003406038	0.0003815942	0.01883318	0.8867199	0.14742	0.19311	0.236255	0.0718112	0.0762555	0.354428	0.0681407	0.0005827299	107.9785	0.268421	0.171371	0.276064	0.284144	0.1132801	0.000537801	-7.751103	0.6679532	0.4461615
350	-14036.05	-14206.38	170.3288	93.14322	0.1696288	0.0008790543	0.0002420259	0.0001033671	0.0003571185	0.0006405654	0.001330282	0.0002115623	0.0002151944	0.0004269849	0.0006281269	0.0006341548	0.0002672536	0.0004555102	0.000246089	0.001155201	0.002201215	0.000310302	0.0003959635	0.0002200408	0.0007734933	0.0003349715	0.0001329328	0.0003168194	0.0004775096	0.001474303	0.0007375262	0.000247213	0.0005649676	0.0001640375	0.0006828965	0.0004610631	0.0002666028	0.001197928	0.0003504489	0.0001616032	0.001727714	0.0001186375	0.000287257	0.0006128601	0.0003629582	0.02519158	0.85149	0.1444372	0.173892	0.237724	0.0739157	0.077311	0.352055	0.0851029	0.0005593439	93.14322	0.266811	0.175067	0.269557	0.288565	0.14851	0.0008148427	-7.5793	0.9662135	0.9335686
360	-14040.36	-14218.18	177.8198	95.17773	0.1343264	0.0009965036	0.0002111926	0.0001351843	0.0002177003	0.0007195537	0.0008797885	0.000260203	0.0001812176	0.0003566572	0.000303053	0.0001978403	0.0001947273	0.0002145215	0.0006850739	0.001453932	0.001711077	0.0005966278	0.0004824086	0.0003205702	0.0009892807	0.0007798835	0.0001469863	0.0002329356	0.0003870254	0.001058914	0.0004213321	0.0003059997	0.0004878824	0.0002780165	0.0004418161	0.0002398245	0.0001422602	0.0009469081	0.0009251776	0.0001749246	0.0002641752	0.0004726204	0.0004256741	0.0002986864	0.0008908233	0.06638216	0.5058145	0.06794425	0.134169	0.251323	0.0701842	0.0817974	0.372485	0.0900415	0.0005107244	95.17773	0.259555	0.189648	0.275754	0.275043	0.4941855	0.0005943964	-7.715997	0.7589907	0.5760668
370	-14040.36	-14214.09	173.73	92.58637	0.09297005	0.0001067608	9.745075e-05	9.65539e-05	0.0001667771	0.0001361281	0.0003180286	5.448613e-05	9.873791e-05	0.0003635844	5.241889e-05	0.0001062964	0.0002559827	0.000301712	0.0001897572	0.001770864	0.001736418	0.0003640277	0.0004763265	0.0002003789	0.0007703454	0.0007220163	0.0001448666	0.0003464419	0.0006947103	0.00103212	0.0006818995	0.0004366314	0.0009432415	0.0006525006	0.001785089	0.0004841839	0.0001978559	0.0008801509	0.0002838144	0.0001767215	0.00017877	0.0001211074	0.0002609862	9.252013e-05	0.0008324816	0.02439631	0.7375896	0.06857374	0.171184	0.256731	0.068839	0.0608001	0.356314	0.0861325	0.0004652786	92.58637	0.262232	0.174439	0.266143	0.297185	0.2624104	0.0003787928	-8.298273	0.9162441	0.8395033
380	-14044.4	-14220.88	176.4809	99.27708	0.1278486	0.0005079893	0.0001570413	0.0001225015	0.0001698664	0.0002331603	0.0006877687	0.0003152779	0.0003400957	0.0003234222	0.000368205	0.0005767977	0.0002281381	0.0005119607	0.0002698151	0.00188141	0.001395443	0.0003536466	0.0003211156	0.0001387435	0.0009877905	0.0005090559	0.0001155637	0.0002067774	0.001659219	0.000709031	0.0005655395	0.0002563815	0.0003401686	0.0005840795	0.0006340711	0.0002918124	0.000284059	0.0001217949	0.0007267432	0.0002271064	0.000219594	6.559285e-05	0.0002936912	0.0006995494	0.00101909	0.004832908	0.9621982	0.1230157	0.182486	0.248069	0.077183	0.076048	0.316473	0.0997402	0.0004854777	99.27708	0.277327	0.176971	0.264627	0.281075	0.0378018	0.0004577466	-7.945821	0.716417	0.5132533
390	-14038.74	-14211.62	172.8821	104.7163	0.1339484	0.000228923	0.0002186236	9.592044e-05	0.0002089923	0.0003408325	0.001309097	0.0001906698	0.0001135186	0.0002257294	0.0002197133	0.0005433394	0.0003406783	0.0001245029	0.0001329186	0.002592074	0.001575579	0.0004210611	0.0003852062	0.0002211853	0.0003478142	0.0005106876	0.0001407488	0.0001139222	0.0005276961	0.0006009055	0.0005155943	0.0003261276	0.001063061	0.0004170387	0.0005555491	0.0002135226	8.922529e-05	0.001192218	0.0006223823	0.001068683	0.000495286	0.0001594005	0.0003300598	0.0003138679	0.0004482263	0.04506431	0.6635695	0.08888405	0.140402	0.258442	0.0859229	0.0610824	0.363498	0.0906522	0.0004885145	104.7163	0.276186	0.171237	0.268985	0.283592	0.3364305	0.0003753703	-8.139015	0.7091081	0.5028343
400	-14040.8	-14217.72	176.9222	102.8003	0.0681803	0.0003706138	0.0002425472	0.0001122396	0.00017622	0.0008037797	0.0002832938	9.637002e-05	0.0002200624	0.0001546505	0.0001288766	0.0001314801	0.0002849091	0.0002950899	0.0001029863	0.001694943	0.001180058	0.0002934048	0.0003356506	0.000296305	0.0009116935	0.000500716	0.000108231	0.0001154762	0.0004414836	0.0004604249	0.0004534097	0.0001325963	0.0001998125	0.0007257177	0.0003064448	0.0002477729	0.0005913195	0.0004747757	0.0005739142	0.0004449915	0.0001947084	0.0002451344	0.0001478119	0.0001638382	0.001207793	0.02121344	0.6888627	0.04696686	0.163997	0.257233	0.0978153	0.081139	0.341637	0.0581782	0.0003962886	102.8003	0.273751	0.172479	0.267652	0.286118	0.3111373	0.0004532208	-8.227951	1.028416	1.05764
410	-14040	-14222.14	182.1357	106.7327	0.07930434	0.0003171397	0.0001153928	3.81842e-05	6.840511e-05	0.000108476	0.0009194904	0.0002379795	0.0002060563	0.0001411076	0.0001298915	0.0001089378	0.0001928332	0.000591352	0.0001234218	0.0004367888	0.001057382	0.0001630481	0.0002858858	0.0002281314	0.0008345839	0.0001968384	0.000131957	0.0001295779	0.000551048	0.0001591008	0.0002953461	0.000133179	0.0005346393	0.0007919453	0.0003685415	0.000435075	0.0002959248	0.000194855	0.0005777485	0.0009834287	0.0001631095	0.0001784426	0.0002418078	0.0002301847	0.000249347	0.02416914	0.6952356	0.05513519	0.168265	0.226769	0.089589	0.0835561	0.377283	0.0545378	0.0003286646	106.7327	0.275965	0.170335	0.269817	0.283884	0.3047644	0.0005249568	-7.898201	0.8318728	0.6920123
420	-14031.48	-14209.31	177.8249	101.5475	0.1146054	0.000659715	8.095033e-05	0.0001154767	0.0001895142	6.962886e-05	0.0004018138	0.000181457	0.0001422661	0.0001900555	0.0002212358	0.0001301501	0.0001493775	0.0003501085	0.0001165546	0.001022519	0.001125987	0.0001283176	0.0002833563	0.000170304	0.0001521249	0.0001654209	0.0004336699	0.0002075548	0.001401875	0.0001056219	0.0001379765	0.0001776997	0.001247361	0.0007398035	0.001278751	0.0001571202	0.0003464777	0.0006909703	0.0006134968	0.0003051445	0.0001333413	0.000121561	0.0003279572	0.0002105778	0.002082589	0.01868302	0.8369796	0.09592238	0.13508	0.24718	0.1031	0.0826098	0.36995	0.0620805	0.0004191471	101.5475	0.270635	0.178091	0.262756	0.288519	0.1630204	0.0003575429	-8.283376	0.8332111	0.6942407
430	-14043.85	-14220.77	176.9173	96.93808	0.07941287	0.0001246352	2.701742e-05	3.560902e-05	0.0001267795	0.0001957974	0.0007843884	0.0003388371	0.000214171	0.0001216203	7.543963e-05	0.0001010038	0.0001195683	0.0001592962	0.0001559903	0.0008274788	0.000968452	0.0002719284	0.0003114811	0.0002645186	0.0002461952	0.000352218	0.0003772723	6.230639e-05	0.0002173674	8.024946e-05	0.0005416633	0.0003119819	0.00136775	0.000537796	0.001000371	0.0003902539	7.774997e-05	0.0004104987	0.000406302	0.0003986908	0.0004346717	0.0001836898	0.0001563539	0.0001319904	0.0005062277	0.01256252	0.8418075	0.06685036	0.194351	0.220547	0.079248	0.0755053	0.366135	0.0642134	0.0003353903	96.93808	0.265321	0.176605	0.278946	0.279128	0.1581925	0.0005389572	-7.913484	0.8804659	0.7752202
440	-14026.95	-14208.43	181.484	104.7113	0.1054063	0.0001553744	0.0003956013	4.574826e-05	0.0001722262	0.0004331265	0.0003390257	0.0001616474	0.0001737462	0.000324659	0.0001577794	5.839975e-05	0.0001987066	0.0002738538	0.0003162931	0.0008561678	0.001795367	0.0002912021	0.0003402801	0.0001740021	0.0007800424	4.794329e-05	5.26089e-05	0.0006112584	0.0006862736	0.000221727	0.0003989207	7.466647e-05	0.0003506795	0.0003930323	0.0003039116	0.0002090499	0.0002785422	0.0007283734	0.0001722252	0.0003144762	0.0003807699	0.0006220717	0.0006746699	8.904061e-05	0.0001641095	0.01137847	0.8920513	0.09402783	0.160202	0.279522	0.105902	0.0726352	0.318289	0.0634495	0.00035544	104.7113	0.26655	0.176178	0.270073	0.287199	0.1079487	0.0003786346	-8.131512	0.7107368	0.5051468
450	-14047.54	-14212.48	164.9349	81.57642	0.1117726	0.00108314	0.0001141543	2.913369e-05	0.0001391379	0.0006251717	0.004520844	0.0001980885	3.215727e-05	0.000589122	0.0005791097	0.0001064762	0.0002304611	0.0002534139	0.0002856276	0.002236836	0.001910386	0.0001723023	0.00032233	0.0002465307	0.001248878	0.000905437	0.0002437529	0.0002363169	0.0004849046	5.198512e-05	0.0001446394	9.916885e-05	0.00019017	0.0007219358	0.0003922228	0.0002534281	0.0001713134	0.0004008914	0.0009317558	0.0007164466	0.001347826	0.0002202204	0.0005513407	0.0001165695	0.0003060396	0.02832063	0.7466228	0.08345199	0.151221	0.258111	0.085478	0.0918142	0.33799	0.0753857	0.0005852416	81.57642	0.25869	0.180366	0.27509	0.285853	0.2533772	0.0006859162	-7.918546	1.125869	1.267581
460	-14040.98	-14216.98	175.9957	98.37106	0.1608105	0.001214038	0.000497663	4.578498e-05	0.0003281219	0.0005520731	0.00145049	0.001319346	0.0001327443	0.0004406572	0.0001613401	0.0001479167	8.033526e-05	0.0001189944	0.0004285338	0.0003639932	0.001029154	0.0003530049	0.0003020718	0.0003612557	0.001196048	0.0001682113	0.00020518	0.0003927481	0.000223917	0.0002238167	9.185465e-05	0.0004146063	0.0001685339	0.0002804756	0.0002146114	0.0001492986	0.000131983	0.0008223498	0.0001975733	0.0003787844	0.001172651	0.0002126443	0.0002005118	6.058222e-05	0.0003861905	0.09096089	0.4343597	0.06984958	0.142581	0.296756	0.0759188	0.0847656	0.32801	0.0719686	0.0004155023	98.37106	0.272163	0.171782	0.267405	0.288649	0.5656403	0.0004479168	-7.997296	0.7568264	0.5727862
470	-14041.82	-14207.59	165.7684	92.89568	0.110724	0.0009912455	6.113565e-05	4.330262e-05	0.0003775037	5.934676e-05	0.002351898	0.0003321295	0.0001354871	0.0003169189	0.0004389333	5.307395e-05	0.0002796586	0.0003442415	0.000592554	0.001822173	0.0008895509	0.0004804726	0.0004545051	0.0003227275	0.001469363	0.0002273879	0.0001424656	0.001075546	0.0004138194	9.174718e-05	0.0002169556	0.0002598909	8.424172e-05	0.0002152314	0.0002202482	0.0001894972	0.0003160444	0.001651489	0.0004189652	0.0005308218	0.001085563	9.893593e-05	0.0001875569	6.80795e-05	0.0009663628	0.03794165	0.6573312	0.07278231	0.122213	0.229672	0.098199	0.0803078	0.39488	0.074728	0.0005069268	92.89568	0.271632	0.174881	0.272425	0.281061	0.3426688	0.0008268884	-7.687397	1.08587	1.179113
480	-14031.57	-14211.95	180.3803	114.1156	0.1044789	8.353745e-05	7.7047e-05	4.412121e-05	7.337151e-05	0.0001962073	0.001314256	0.0002035806	0.0001069493	0.0002165682	0.0003858809	0.0003682451	0.0001545501	0.0006834465	0.0005031015	0.0008872319	0.0007813388	0.0002180948	0.0003457616	0.0002155026	0.0008188517	8.840011e-05	0.000361833	0.0003097837	0.0004742305	0.0002392547	8.844803e-05	0.0001906536	6.83786e-05	0.000318259	8.118388e-05	0.0002384212	0.0002796274	0.001138143	6.874262e-05	0.0004935425	0.0003286423	0.0001714676	0.0002861628	7.633559e-05	0.0003010433	0.024946	0.761234	0.07953289	0.119792	0.270515	0.093195	0.0608486	0.374758	0.0808918	0.000332005	114.1156	0.267321	0.176992	0.269628	0.286058	0.238766	0.0003776754	-8.357441	0.9756689	0.9519298
490	-14035.3	-14220.72	185.4162	76.42576	0.1303667	0.0001922817	0.0002783941	6.075203e-05	0.0001342044	0.0003704541	0.0005669417	0.0003708444	0.0001014632	0.0001155956	0.0003854644	8.432396e-05	0.0003862861	0.0001825762	0.0001267713	0.00160765	0.001070176	0.0004652819	0.0002579334	0.0003562389	0.001048688	0.0003857367	7.54956e-05	0.00045707	0.000297979	0.0001794366	0.0001436581	0.0002573076	0.0004299814	0.0002896865	9.755155e-05	9.480283e-05	0.0003253754	0.0002786082	0.0001519808	0.0004576055	0.0001809391	0.000203064	0.0002001859	9.359011e-05	0.000163178	0.04516931	0.6535211	0.08519739	0.131869	0.262614	0.120153	0.0869898	0.300176	0.0981982	0.0003231388	76.42576	0.26281	0.175677	0.267373	0.294141	0.3464789	0.0003966738	-8.104895	0.738239	0.5449969
500	-14039.07	-14213.69	174.6181	135.0207	0.07615102	0.001656748	3.157003e-05	4.874085e-05	0.0001221689	0.0001214425	0.000931616	9.249389e-05	0.0002743726	0.0001515284	0.0001853683	0.0004957898	0.0002251812	0.0001823031	0.0001859441	0.0003531432	0.001196221	0.0005856427	0.0002788056	0.0002952318	0.0007050929	8.045834e-05	0.000250494	0.0002572278	0.0003311606	7.630835e-05	0.0003684158	0.0004142582	0.0006766101	0.0004580269	0.0002849375	0.0002436415	0.000306846	0.0007066632	0.0006830867	0.0006310746	9.057481e-05	0.0002127944	0.0001432862	7.746337e-05	0.0005626845	0.0168029	0.7793477	0.05934812	0.163691	0.242876	0.123273	0.0597357	0.32988	0.0805445	0.0003743854	135.0207	0.269007	0.180469	0.272547	0.277977	0.2206523	0.0003507288	-8.368472	0.9088174	0.825949
510	-14039.61	-14215.45	175.8344	84.73393	0.08245504	0.0008280489	5.307308e-05	6.999591e-05	0.0002091651	0.0001468175	0.0008511884	0.0002322351	9.471946e-05	0.0003475793	0.0001057923	0.0003911763	0.0003446713	0.000233775	0.0001891772	0.0005205572	0.001205433	0.000481907	0.0004105675	0.0001493293	0.0009771933	0.0003505637	5.86097e-05	0.0003769262	0.0003907083	0.0001534729	7.944719e-05	6.491187e-05	0.0007721941	0.0006548494	0.0003261693	0.0001548869	0.000179901	0.0002305532	0.0001142088	0.000840886	9.640197e-05	0.002881206	0.0001223008	0.0001151529	0.0002966581	0.04103439	0.5023423	0.04142066	0.150204	0.25627	0.0645144	0.0754628	0.371975	0.0815749	0.0004025603	84.73393	0.267307	0.173845	0.276654	0.282193	0.4976577	0.0003373038	-8.421175	0.9237407	0.8532968
520	-14023.29	-14206.87	183.5851	96.95813	0.0858463	0.0008664509	0.0002487154	8.29356e-05	0.0001609393	0.0002152644	0.0008253418	0.000198857	0.0001235541	0.0003276183	0.0003219177	0.0002214557	0.0002689168	0.0002586184	0.0005210227	0.001139703	0.00153325	0.0003982346	0.0002612205	0.0001927109	0.0003961963	0.0001467502	9.242366e-05	0.0002989082	0.0003523717	0.000175082	0.0002925156	0.0001363449	0.0006563177	0.000489528	0.0006268631	0.0006022719	0.0001762337	0.0002745282	0.0002835301	0.0007803213	0.0001035776	0.0008009753	0.0001478281	0.0001276251	0.0006511313	0.03002719	0.6502215	0.05581911	0.147457	0.261254	0.108386	0.0670754	0.330631	0.0851973	0.0003944513	96.95813	0.271623	0.177941	0.267008	0.283428	0.3497785	0.0004034366	-8.08461	0.7336467	0.5382375
530	-14031.54	-14210.61	179.072	104.9093	0.1199435	0.0002398296	8.133761e-05	5.431846e-05	0.0002012397	0.000992894	0.0009017369	0.0008574682	0.0002519829	0.0003022172	0.0002425907	0.0002797507	0.0001857713	0.0004741005	0.0002507215	0.001243444	0.001506598	0.0002991532	0.0003570095	0.0002922658	0.0006695993	0.0001125862	0.0001140449	0.001383947	0.0006140017	0.0003420287	0.000394265	0.0005836352	0.0004544308	0.0003286245	0.0003897526	0.0005525124	0.0003598898	0.0002467422	0.0002536948	0.0005875367	8.72362e-05	0.0005047984	0.0002033061	0.0001751429	0.0004754045	0.08356054	0.303334	0.03638293	0.140771	0.258562	0.0797672	0.0635493	0.374973	0.0823774	0.0004461902	104.9093	0.274813	0.170411	0.267441	0.287335	0.696666	0.0004313776	-8.040877	0.7646576	0.5847013
540	-14040.22	-14210.16	169.9387	84.30331	0.1433898	0.0003968488	0.0004270927	0.0001013601	0.0001941441	0.0002325703	0.0007838273	0.0001313994	0.0003529058	0.0001287764	0.0005980933	0.0004049432	0.0007648076	0.0004294721	0.0002788875	0.0008738193	0.00143407	0.000242627	0.0003101949	0.0002890224	0.0008049085	0.0008780805	6.299483e-05	0.000551778	0.0002483841	0.0002933156	0.0002166173	0.001918299	0.001091032	0.0005978695	0.0008133025	0.000184106	0.0001778321	0.0006530414	9.079041e-05	0.0005065365	7.837184e-05	0.0007360885	0.0002736029	0.0001906539	0.001311929	0.1182581	0.1752685	0.02513171	0.1425	0.272792	0.0710449	0.0678077	0.370445	0.0754106	0.0005013599	84.30331	0.270348	0.180307	0.269033	0.280313	0.8247315	0.0005304387	-7.76291	0.6649864	0.4422069
550	-14035.06	-14214.75	179.692	92.00963	0.1292403	0.0005179668	0.0001484656	6.503671e-05	0.0002547843	0.0003058413	0.0004472518	0.0004369894	0.000303062	0.0003030671	0.0004814967	0.0003611596	0.00109493	0.0004426547	0.000190726	0.0007757528	0.001576854	0.0006732599	0.0003557155	0.000250568	0.001052713	0.0006163705	0.0001044857	0.0007073328	0.0003766246	3.806078e-05	0.0002210639	0.001669818	0.0001815934	0.000403318	0.0004815546	0.0002282475	7.692498e-05	0.0005546711	0.0002537845	0.0001405487	0.0001801078	0.0005319763	0.0002836514	0.0002465003	0.00199924	0.03156075	0.7557979	0.09767952	0.1444	0.247733	0.0906072	0.0412971	0.384801	0.0911613	0.0004833542	92.00963	0.258602	0.18107	0.269862	0.290466	0.2442021	0.0004876791	-8.008745	0.8750904	0.7657833
560	-14050.94	-14223.39	172.4461	96.81273	0.2238207	0.001514009	0.0008201852	0.0001518194	0.0003081353	0.0002564819	0.001065091	0.000422123	0.0003185012	0.0008812402	0.0004374042	0.001003929	0.000757776	0.0007058259	0.0003292506	0.0009277284	0.001894716	0.0004545785	0.0009393429	0.0002853701	0.0005403549	0.001079717	0.0001359578	0.0008792118	0.0007058972	0.0004677186	0.0002685781	0.0005761909	0.0003809026	0.0004258888	0.0005507218	0.0006250154	0.0002886875	0.002425393	0.002050548	0.0002526404	0.0003895071	0.0001615582	0.0001786801	0.0002246269	0.00111703	0.1533881	0.3146831	0.07043259	0.135035	0.273601	0.101147	0.05741	0.332566	0.100241	0.0006799583	96.81273	0.275096	0.177565	0.270871	0.276468	0.6853169	0.0006251063	-7.622038	0.6992124	0.488898
570	-14039.59	-14208.37	168.7812	84.32027	0.2467358	0.001569927	0.0002508044	0.0001330009	0.0005697506	0.001113867	0.001267513	0.0004647088	0.0002462327	0.000419733	0.001266068	0.0002770681	0.0004123407	0.0008326557	0.0005793983	0.001202553	0.002210523	0.001005569	0.000396029	0.0006096256	0.0006006254	0.0006541123	0.000122876	0.001391135	0.0008374059	0.0002330033	0.0005004281	0.0005764535	0.0008333677	0.0004410122	0.0002946119	0.0002364742	0.000654186	0.0005858856	0.0001193123	0.0003390027	0.0004598879	0.0005578942	0.0002198568	5.405907e-05	0.0005409709	0.05258981	0.7868578	0.194146	0.14683	0.25112	0.0767924	0.0711302	0.349786	0.104341	0.0006269983	84.32027	0.269468	0.179139	0.272877	0.278516	0.2131422	0.0005746607	-7.778292	0.7956903	0.633123
580	-14045.52	-14210.46	164.9323	97.00893	0.1618654	0.0009498737	0.0002770274	0.0002556796	0.001100178	0.0005973199	0.002688962	0.0003365247	0.0003740698	0.0003084876	0.001108885	6.92055e-05	0.0002236193	0.0003619031	0.001048198	0.002427661	0.002407434	0.0004453051	0.0005161052	0.0004185535	0.0002307627	0.000877798	9.967417e-05	0.002533919	0.00040486	0.0002677341	0.0002724808	0.0003712338	0.001483369	0.0007342447	0.004173286	0.0003152926	0.0002222513	0.0002258995	0.0001378107	0.0001068609	0.0001663523	0.0004318608	0.0003233278	0.0001539527	0.0004656355	0.03664124	0.7736315	0.1252242	0.14246	0.277395	0.08016	0.0661883	0.349803	0.0839936	0.0007478399	97.00893	0.268319	0.177609	0.274895	0.279177	0.2263685	0.0008469971	-7.541397	0.9670409	0.935168
