Iteration	Replicate_ID	Posterior	Likelihood	Prior	age_ursinae	alpha_plstm	branch_rates	diversification	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	extinction_rate	rates_plstm[1]	rates_plstm[2]	rates_plstm[3]	rates_plstm[4]	sf[1]	sf[2]	sf[3]	sf[4]	speciation_rate	turnover
3581	1	-255442.2	-255316.8	-125.4246	52.90057	0.02699716	0.0005067012	-0.001683268	0.125692	0.259456	0.121299	0.11241	0.268118	0.113025	0.01677141	2.79513e-23	7.90433e-12	3.94952e-05	3.99996	0.298169	0.17888	0.213599	0.309351	0.01508814	1.111562
3582	0	-254921.4	-254792.6	-128.7854	52.72616	0.03187409	0.0004492538	-0.01263459	0.120898	0.266394	0.119009	0.101656	0.274509	0.117534	0.1861266	7.21449e-20	4.01407e-10	0.000201502	3.9998	0.300252	0.179073	0.211428	0.309247	0.173492	1.072825
3583	1	-255444	-255320.8	-123.1539	52.90057	0.0314606	0.0005074207	0.001918674	0.117481	0.272278	0.114062	0.103098	0.271075	0.122006	0.05539543	4.07365e-20	3.0164e-10	0.000178975	3.99982	0.29771	0.179485	0.21327	0.309535	0.0573141	0.9665235
3584	0	-254920.5	-254795.6	-124.8868	52.65173	0.04228556	0.0004500024	0.0140733	0.120247	0.26496	0.118368	0.105334	0.273031	0.11806	0.05723667	3.22238e-15	8.47589e-08	0.00185665	3.99814	0.300252	0.179073	0.211428	0.309247	0.07130997	0.8026461
3585	1	-255447.7	-255321.2	-126.5263	52.90057	0.001848754	0.0005103245	-0.07842124	0.125366	0.265363	0.113773	0.104213	0.271004	0.120282	0.1393984	0	1.66567e-163	4.42909e-68	4	0.301765	0.178449	0.212038	0.307747	0.06097718	2.286075
3586	0	-254921.4	-254796.3	-125.1073	52.65173	0.04169192	0.0004536428	-0.04959033	0.125876	0.261748	0.116933	0.108207	0.269722	0.117514	0.06479604	2.02065e-15	6.71218e-08	0.00168536	3.99831	0.299719	0.178756	0.211053	0.310472	0.01520572	4.261295
3587	1	-255440.9	-255318	-122.8554	52.90057	0.02554013	0.0005058095	-0.04702813	0.12437	0.26337	0.123344	0.10343	0.268772	0.116714	0.05566522	1.49377e-24	1.82751e-12	2.151e-05	3.99998	0.298797	0.179415	0.210529	0.311259	0.00863709	6.444905
3588	0	-254921.1	-254796.2	-124.8741	52.94202	0.03859234	0.0004471267	0.01839326	0.126305	0.266703	0.122423	0.0992903	0.276308	0.108971	0.02934652	1.39926e-16	1.76678e-08	0.000968708	3.99903	0.299249	0.178475	0.212293	0.309984	0.04773978	0.6147183
3589	1	-255448.8	-255325.5	-123.3644	52.90057	0.002489947	0.0005091139	0.02065913	0.127133	0.266787	0.113151	0.110244	0.263776	0.118908	0.05475153	8.97111e-243	1.41911e-121	1.1194e-50	4	0.300454	0.178455	0.211697	0.309394	0.07541066	0.7260449
3590	0	-254919.7	-254794.8	-124.8997	52.41266	0.007222232	0.0004485614	0.008370586	0.122676	0.266579	0.118906	0.10027	0.272023	0.119546	0.05522052	2.43626e-84	2.33762e-42	8.44692e-18	4	0.299249	0.178475	0.212293	0.309984	0.0635911	0.8683686
3591	1	-255443.7	-255320.5	-123.178	52.90057	0.01140151	0.0005055874	-0.04309229	0.129674	0.255759	0.115412	0.108954	0.268917	0.121284	0.06259827	8.77277e-54	4.43426e-27	1.85129e-11	4	0.297297	0.17926	0.212652	0.310791	0.01950599	3.209183
3592	0	-254919.4	-254792.1	-127.3576	52.68488	0.0004310525	0.0004481299	0.07281933	0.117515	0.261109	0.116466	0.112783	0.276189	0.115938	0.03685576	0	0	2.40249e-290	4	0.299356	0.178603	0.211833	0.310207	0.1096751	0.3360449
3593	1	-255444.6	-255321.1	-123.4683	52.90057	0.005111579	0.0005004627	0.0341441	0.119184	0.26792	0.116549	0.10795	0.272254	0.116143	0.04225858	9.23324e-119	1.43936e-59	6.07781e-25	4	0.297297	0.17926	0.212652	0.310791	0.07640268	0.5531034
3594	0	-254915.8	-254790.6	-125.1511	52.79545	0.02022709	0.000448571	-0.001873816	0.12109	0.261502	0.113781	0.110494	0.277986	0.115146	0.03716871	9.61042e-31	1.46652e-15	1.11711e-06	4	0.299097	0.179722	0.211484	0.309696	0.03529489	1.05309
3595	1	-255438.5	-255315	-123.4544	52.90057	0.01580074	0.0005121203	0.04695931	0.124229	0.262659	0.116361	0.106948	0.274835	0.114968	0.008493494	4.41394e-39	9.94257e-20	2.08011e-08	4	0.297297	0.17926	0.212652	0.310791	0.05545281	0.1531662
3596	0	-254915.3	-254790	-125.3561	52.79545	0.002676534	0.0004443014	0.03250027	0.123634	0.259955	0.113108	0.109841	0.276342	0.11712	0.04856041	6.441e-226	3.80244e-113	3.52317e-47	4	0.298261	0.178334	0.214104	0.309302	0.08106069	0.5990624
3597	1	-255444.1	-255320.5	-123.5951	52.90057	0.03005906	0.0004996734	-0.008899008	0.129068	0.265371	0.116286	0.0991981	0.277673	0.112404	0.08807106	5.2216e-21	1.08007e-10	0.000116876	3.99988	0.300748	0.179738	0.213219	0.306295	0.07917205	1.112401
3598	0	-254912.9	-254787.7	-125.2524	52.79545	0.03123733	0.0004549452	-0.006998608	0.123598	0.25988	0.119348	0.103827	0.276262	0.117086	0.03364153	2.97317e-20	2.57701e-10	0.000167658	3.99983	0.299098	0.178835	0.214699	0.307368	0.02664293	1.262682
3599	1	-255438	-255314.5	-123.5247	52.90057	0.01927898	0.0005109067	-0.002169139	0.124995	0.257246	0.115947	0.114126	0.269172	0.118513	0.07309632	3.30378e-32	2.71931e-16	5.55137e-07	4	0.299873	0.178889	0.212598	0.30864	0.07092718	1.030583
3600	0	-254918.9	-254787.9	-130.9704	52.70107	0.03166326	0.0004479948	0.07633519	0.119777	0.262228	0.116553	0.103386	0.278757	0.119299	0.1096447	5.40074e-20	3.47309e-10	0.000189756	3.99981	0.299098	0.178835	0.214699	0.307368	0.1859799	0.5895513
3601	1	-255444.5	-255321.2	-123.3454	52.92094	0.0343683	0.0005000713	-0.05220807	0.128997	0.264196	0.120979	0.103236	0.27052	0.112072	0.07569268	1.69368e-18	1.94448e-09	0.000387771	3.99961	0.299228	0.180654	0.212141	0.307977	0.02348461	3.223076
3602	0	-254919.9	-254795.1	-124.7774	52.81124	0.05675602	0.0004459744	0.006881598	0.117796	0.263132	0.119324	0.106001	0.280434	0.113312	0.06328662	1.37156e-11	5.52301e-06	0.0105056	3.98949	0.297995	0.178175	0.213907	0.309922	0.07016822	0.9019271
3603	1	-255444.9	-255320.9	-123.9541	52.92094	0.05364954	0.0005053725	0.04226999	0.123693	0.265357	0.117216	0.10961	0.272769	0.111355	0.06866769	3.33588e-12	2.7245e-06	0.00783538	3.99216	0.299442	0.180599	0.212076	0.307883	0.1109377	0.6189753
3604	0	-254920.4	-254795	-125.3225	52.75171	0.02534873	0.0004498983	0.02495454	0.12304	0.261714	0.123522	0.102754	0.275372	0.113598	0.06649808	9.91513e-25	1.48893e-12	1.97568e-05	3.99998	0.297324	0.180028	0.213425	0.309224	0.09145261	0.7271315
3605	1	-255443.1	-255319.5	-123.587	52.92094	0.004214271	0.0004937584	0.005356806	0.125683	0.260194	0.117057	0.109729	0.270408	0.116929	0.06131026	7.70546e-144	4.1584e-72	3.79779e-30	4	0.299855	0.179469	0.212369	0.308307	0.06666707	0.9196484
3606	0	-254918.7	-254793.2	-125.5698	52.96444	0.04080976	0.0004578782	-0.01638389	0.123799	0.263622	0.123979	0.103141	0.2709	0.11456	0.02788045	9.84918e-16	4.68652e-08	0.00145199	3.99855	0.297324	0.180028	0.213425	0.309224	0.01149656	2.425112
3607	1	-255437.4	-255313.9	-123.5442	52.92094	0.02192804	0.0004941009	0.0008994898	0.122725	0.262006	0.114302	0.110325	0.274077	0.116565	0.0579879	1.95651e-28	2.09216e-14	3.3659e-06	4	0.300984	0.179188	0.210041	0.309786	0.05888739	0.9847253
3608	0	-254917.2	-254792.2	-125.0148	52.96444	0.007444235	0.000449686	-0.02716992	0.123942	0.262933	0.118469	0.103854	0.277337	0.113464	0.05828951	7.46013e-82	4.0905e-41	2.77065e-17	4	0.296279	0.180383	0.212676	0.310662	0.03111959	1.873081
3609	1	-255443.3	-255319.4	-123.9055	52.92094	0.02466539	0.0005008672	0.02832551	0.125856	0.262018	0.119518	0.109838	0.26453	0.11824	0.01723861	2.1794e-25	6.98103e-13	1.44284e-05	3.99999	0.300984	0.179188	0.210041	0.309786	0.04556411	0.3783374
3610	0	-254919.2	-254793.9	-125.2762	52.96444	0.00307518	0.0004517547	0.04323145	0.129351	0.255451	0.117934	0.106777	0.277889	0.112599	0.0253007	9.30365e-197	1.4451e-98	3.96363e-41	4	0.301376	0.180095	0.210721	0.307807	0.06853215	0.36918
3611	1	-255444	-255320.9	-123.1508	52.92094	0.0420727	0.0005050224	-0.0440891	0.120797	0.264917	0.118366	0.108127	0.274212	0.113581	0.04893631	2.72997e-15	7.80159e-08	0.00179388	3.99821	0.300628	0.18016	0.209792	0.309419	0.004847208	10.09577
3612	0	-254922.3	-254798	-124.3372	52.55554	0.01118092	0.0004553589	-0.01253179	0.121571	0.269062	0.121315	0.10118	0.27012	0.116752	0.05434962	7.96811e-55	1.33641e-27	1.12538e-11	4	0.297658	0.181053	0.211843	0.309446	0.04181783	1.299676
3613	1	-255439	-255314.8	-124.244	52.92094	0.04154905	0.0005045874	-0.02189615	0.11947	0.263487	0.118044	0.108465	0.272731	0.117803	0.0329142	1.80238e-15	6.33937e-08	0.00164587	3.99835	0.300569	0.17899	0.211084	0.309358	0.01101805	2.987298
3614	0	-254920.8	-254796	-124.7797	52.55554	0.007176374	0.000443386	-0.01470823	0.118289	0.261797	0.121423	0.106736	0.272796	0.118958	0.05397712	7.14551e-85	1.26599e-42	6.54875e-18	4	0.300005	0.179288	0.213514	0.307193	0.0392689	1.374552
3615	1	-255447.7	-255322.3	-125.4426	52.93071	0.0365811	0.0005059528	-0.04128601	0.119826	0.26427	0.118395	0.108788	0.273542	0.11518	0.1344638	1.94236e-17	6.58373e-09	0.000643174	3.99936	0.299775	0.180802	0.210881	0.308542	0.09317778	1.443089
3616	0	-254925.6	-254800.5	-125.0821	52.62274	0.02347953	0.0004608977	0.05454129	0.124775	0.271463	0.112075	0.0977266	0.27722	0.11674	0.007321215	1.27534e-26	1.68892e-13	8.00713e-06	3.99999	0.297873	0.181474	0.213348	0.307305	0.06186251	0.1183466
3617	1	-255442.7	-255318.8	-123.9056	52.68993	0.00780709	0.0004992898	0.005789829	0.122027	0.265144	0.118787	0.104448	0.274033	0.115561	0.03189566	4.28193e-78	3.09891e-39	1.66955e-16	4	0.299865	0.180856	0.210944	0.308335	0.03768549	0.8463645
3618	0	-254922.7	-254797.9	-124.744	52.64745	0.02374678	0.0004585288	-0.03775018	0.127472	0.260201	0.117664	0.0993199	0.277614	0.11773	0.0454505	2.47844e-26	2.35437e-13	9.19055e-06	3.99999	0.296353	0.18029	0.211956	0.311401	0.007700325	5.902413
3619	1	-255437.5	-255313.9	-123.5296	52.47657	0.03095782	0.0005030474	0.005101034	0.124827	0.265035	0.118738	0.104405	0.271483	0.115513	0.06529335	1.99169e-20	2.10925e-10	0.000154288	3.99985	0.299243	0.179648	0.211687	0.309422	0.07039438	0.9275363
3620	0	-254930	-254805	-125.0028	52.4829	0.01933352	0.0004544305	-0.04060411	0.117207	0.26159	0.116734	0.098535	0.282637	0.123298	0.04175405	4.04673e-32	3.00957e-16	5.78999e-07	4	0.301268	0.180552	0.20986	0.308321	0.001149934	36.30997
3621	1	-255440.5	-255317.4	-123.1873	52.47657	0.03542529	0.0005138129	0.02686384	0.127417	0.262233	0.120803	0.107895	0.268643	0.113009	0.04079306	5.64206e-18	3.5487e-09	0.000497705	3.9995	0.299808	0.179987	0.212088	0.308117	0.0676569	0.6029401
3622	0	-254926.3	-254801.4	-124.8698	51.76199	0.02432278	0.0004529342	-0.02702071	0.12518	0.261895	0.113149	0.106304	0.273959	0.119512	0.04106452	9.87512e-26	4.69932e-13	1.22432e-05	3.99999	0.301268	0.180552	0.20986	0.308321	0.0140438	2.924031
3623	1	-255445.7	-255322	-123.7261	52.47657	0.03967996	0.0005040441	-0.01486108	0.120693	0.262251	0.120811	0.108651	0.274578	0.113017	0.09111239	3.74478e-16	2.89005e-08	0.00118813	3.99881	0.299354	0.179563	0.213435	0.307648	0.0762513	1.194896
3624	0	-254920.5	-254794.7	-125.8458	51.71661	0.0190024	0.0004597969	0.004334788	0.120703	0.262753	0.117493	0.102456	0.275129	0.121466	0.1184141	1.16011e-32	1.61144e-16	4.46783e-07	4	0.300289	0.179965	0.212427	0.307319	0.1227489	0.9646857
3625	1	-255446.1	-255321.7	-124.3511	52.47657	0.009526038	0.0004927622	0.08028884	0.117745	0.266027	0.122099	0.105183	0.277025	0.111921	0.009477367	3.52433e-64	2.81101e-32	1.28887e-13	4	0.298373	0.180045	0.213109	0.308473	0.0897662	0.1055783
3626	0	-254921.8	-254796.1	-125.6441	52.91964	0.008733748	0.0004587612	0.03783238	0.119252	0.264049	0.117279	0.103726	0.276486	0.119207	0.07265124	6.51256e-70	3.82147e-35	8.32695e-15	4	0.300081	0.179798	0.213014	0.307107	0.1104836	0.6575748
3627	1	-255447.5	-255323.8	-123.7224	52.90068	0.006090916	0.0005070716	-0.06811554	0.116372	0.26519	0.12017	0.106479	0.272648	0.11914	0.07520629	8.00371e-100	4.23741e-50	5.17208e-21	4	0.298373	0.180045	0.213109	0.308473	0.007090745	10.60626
3628	0	-254919.3	-254794.4	-124.8754	52.06894	0.0272208	0.0004633534	-0.02567916	0.120427	0.259335	0.117593	0.103986	0.281581	0.117079	0.03982933	4.26196e-23	9.76024e-12	4.31072e-05	3.99996	0.299639	0.179432	0.213345	0.307584	0.01415018	2.814759
3629	1	-255438.6	-255313.6	-125.0053	52.68718	0.02640093	0.0004987135	-0.03261311	0.119668	0.263658	0.11973	0.107419	0.273096	0.11643	0.1286618	8.76631e-24	4.42685e-12	3.1051e-05	3.99997	0.298171	0.179182	0.212964	0.309684	0.09604866	1.339548
3630	0	-254923.6	-254796.2	-127.39	52.01237	0.02159397	0.0004533913	-0.01838449	0.126781	0.259275	0.115564	0.10115	0.282171	0.115059	0.1625342	7.35761e-29	1.28302e-14	2.74775e-06	4	0.299495	0.179346	0.213721	0.307437	0.1441497	1.127537
3631	1	-255443.5	-255317.2	-126.2504	52.68718	0.00148039	0.0005020212	0.04159641	0.126084	0.261714	0.119089	0.103731	0.276941	0.112441	0.1235832	0	5.07157e-204	6.76842e-85	4	0.298395	0.179317	0.212372	0.309917	0.1651796	0.7481747
3632	0	-254925.7	-254800.5	-125.1925	52.91269	0.02880812	0.000463915	-0.04172354	0.116837	0.26662	0.116944	0.108257	0.272519	0.118824	0.07900657	7.04954e-22	3.96896e-11	7.71491e-05	3.99992	0.299495	0.179346	0.213721	0.307437	0.03728303	2.119103
3633	1	-255441.3	-255317.1	-124.1849	52.68718	0.02094932	0.000503299	0.01152141	0.119981	0.263181	0.119756	0.104313	0.279698	0.113071	0.09336529	1.02056e-29	4.77869e-15	1.82384e-06	4	0.300643	0.179183	0.210487	0.309686	0.1048867	0.8901537
3634	0	-254921.9	-254795.7	-126.1141	52.91269	1.101945e-05	0.0004574031	-0.026698	0.122409	0.26408	0.11286	0.103113	0.282493	0.115044	0.1129547	0	0	0	4	0.298604	0.179575	0.213993	0.307828	0.08625666	1.309518
3635	1	-255439.3	-255316	-123.2429	52.68718	0.01295896	0.0005026742	-0.0526071	0.114259	0.270222	0.117375	0.10736	0.274136	0.116649	0.0722472	1.94702e-47	6.60508e-24	3.84011e-10	4	0.299917	0.180256	0.21089	0.308938	0.0196401	3.678555
3636	0	-254921	-254796.1	-124.8928	52.33826	0.000676657	0.0004490416	-0.01362936	0.124792	0.267146	0.115528	0.104922	0.271501	0.116112	0.04939398	0	0	3.84779e-185	4	0.297355	0.178824	0.213098	0.310723	0.03576462	1.381085
3637	1	-255449	-255325.6	-123.3779	52.68718	0.03921349	0.0005082471	0.02734939	0.127645	0.260993	0.120617	0.0993907	0.274136	0.117218	0.02567503	2.47155e-16	2.34798e-08	0.00109002	3.99891	0.300407	0.180551	0.209598	0.309443	0.05302442	0.4842114
3638	0	-254928.7	-254803.5	-125.2562	52.33826	0.01223911	0.0004507633	-0.02499935	0.123402	0.266024	0.117925	0.106663	0.270361	0.115625	0.06185047	3.60493e-50	2.84229e-25	1.04075e-10	4	0.298139	0.179295	0.211023	0.311543	0.03685111	1.678388
3639	1	-255441.5	-255317.8	-123.7307	52.68718	0.0410892	0.0005101527	0.04074423	0.12218	0.259645	0.119105	0.11119	0.27272	0.11516	0.06813696	1.24082e-15	5.26011e-08	0.00152324	3.99848	0.300407	0.180551	0.209598	0.309443	0.1088812	0.6257918
3640	0	-254926.4	-254800.2	-126.2142	52.93774	0.04780552	0.0004512643	-0.04939653	0.122621	0.267797	0.117178	0.10813	0.268649	0.115625	0.08013554	1.41835e-13	5.62065e-07	0.00407016	3.99593	0.297599	0.179115	0.212057	0.311229	0.03073901	2.606965
3641	1	-255443.3	-255320.1	-123.1819	52.49665	0.03924983	0.0005114794	0.06183525	0.122961	0.261492	0.119952	0.107269	0.27466	0.113664	0.01298573	2.55378e-16	2.38671e-08	0.00109745	3.9989	0.299152	0.179797	0.213688	0.307363	0.07482098	0.1735574
3642	0	-254921.3	-254796.5	-124.8109	52.71094	0.01403376	0.0004577922	-0.001492952	0.122794	0.260123	0.117384	0.108984	0.270771	0.119943	0.0791222	7.03754e-44	3.97066e-22	2.10204e-09	4	0.297599	0.179115	0.212057	0.311229	0.07762925	1.019232
3643	1	-255443.2	-255319.8	-123.3035	52.49665	0.008198269	0.0005004767	0.005120439	0.121666	0.266993	0.119471	0.105903	0.270348	0.115618	0.06677429	2.04757e-74	2.14286e-37	9.6864e-16	4	0.297817	0.178995	0.212734	0.310454	0.07189473	0.9287787
3644	0	-254917.1	-254792.2	-124.8908	52.71094	0.03282574	0.0004511085	-0.001676201	0.122309	0.262235	0.112208	0.105785	0.278189	0.119274	0.08009314	2.5453e-19	7.53903e-10	0.000261729	3.99974	0.300617	0.180931	0.209853	0.308599	0.07841694	1.021376
3645	1	-255439.7	-255316.6	-123.0826	52.52617	0.004352795	0.0005115622	-0.04163513	0.124171	0.27015	0.120777	0.106172	0.266214	0.112516	0.04823495	2.71172e-139	7.8009e-70	3.33423e-29	4	0.297381	0.180198	0.212422	0.309999	0.006599822	7.308523
3646	0	-254927.8	-254798.9	-128.8631	52.8952	0.01401343	0.0004356194	0.003206813	0.122779	0.274036	0.112638	0.106191	0.264624	0.119732	0.1732859	6.09795e-44	3.69611e-22	2.04045e-09	4	0.302221	0.178859	0.210042	0.308878	0.1764927	0.9818303
3647	1	-255448.6	-255324.8	-123.8448	52.52617	0.04199145	0.0005034202	0.01692044	0.123445	0.266569	0.120071	0.104063	0.276859	0.108993	0.06518064	2.56139e-15	7.55692e-08	0.00177032	3.99823	0.298665	0.180977	0.213163	0.307195	0.08210108	0.7939072
3648	0	-254923.3	-254797.4	-125.9863	52.88197	0.002606814	0.0004400695	0.06333968	0.122555	0.261975	0.119159	0.103834	0.273868	0.11861	0.0124213	6.20662e-232	3.73264e-116	1.98831e-48	4	0.302816	0.179211	0.210456	0.307517	0.07576098	0.1639537
3649	1	-255448.6	-255324.2	-124.4047	52.52617	0.04083497	0.000501726	-0.02552647	0.123682	0.268298	0.117904	0.106542	0.27511	0.108463	0.1024884	1.00579e-15	4.7359e-08	0.00145832	3.99854	0.299554	0.179003	0.213334	0.308109	0.07696196	1.331676
3650	0	-254920.1	-254794.6	-125.4468	52.93204	0.003770298	0.0004480617	0.05155548	0.124107	0.262808	0.118877	0.108679	0.270158	0.115371	0.02169142	1.15883e-160	1.6127e-80	1.22607e-33	4	0.301199	0.178561	0.213838	0.306402	0.0732469	0.2961412
3651	1	-255445	-255321.1	-123.8897	52.52617	0.0002999885	0.0004995101	0.06654931	0.11907	0.270082	0.113157	0.111376	0.269639	0.116675	0.02560587	0	0	0	4	0.299554	0.179003	0.213334	0.308109	0.09215518	0.277856
3652	0	-254916.7	-254792.1	-124.6184	52.93204	0.009988854	0.0004531854	-0.01928694	0.124776	0.262545	0.118169	0.106964	0.269887	0.117659	0.06434248	2.98796e-61	8.18453e-31	5.22227e-13	4	0.298683	0.179204	0.214608	0.307505	0.04505554	1.42807
3653	1	-255442.7	-255316.3	-126.4498	52.52617	0.01856761	0.0005100187	-0.0105463	0.124628	0.259339	0.116349	0.107257	0.273297	0.11913	0.1709682	2.10195e-33	6.85949e-17	3.13451e-07	4	0.299504	0.179139	0.213299	0.308058	0.1604219	1.065741
3654	0	-254917.9	-254793.3	-124.632	51.96888	0.02968252	0.0004557464	0.01448657	0.118762	0.259338	0.118481	0.109528	0.27767	0.116222	0.03675789	2.90905e-21	8.06194e-11	0.000103521	3.9999	0.299757	0.178042	0.213776	0.308426	0.05124446	0.7173047
3655	1	-255439.6	-255315.6	-124.0447	52.52617	0.04895787	0.0005062241	0.03683332	0.122268	0.258306	0.117799	0.109664	0.274683	0.117279	0.003548865	2.80629e-13	7.9053e-07	0.00468895	3.99531	0.299157	0.180091	0.213051	0.307701	0.04038219	0.08788195
3656	0	-254924.3	-254797.9	-126.4035	51.96888	0.01596557	0.0004586347	0.0288603	0.115346	0.268059	0.119436	0.10583	0.274936	0.116393	0.09870166	1.09198e-38	1.56382e-19	2.51022e-08	4	0.299742	0.179061	0.211005	0.310192	0.127562	0.7737546
3657	1	-255445.5	-255322.5	-123.0121	52.52617	0.01848142	0.0005032807	-0.03324879	0.122229	0.269589	0.117046	0.109629	0.274596	0.10691	0.06869849	1.4839e-33	5.7635e-17	2.91604e-07	4	0.299157	0.180091	0.213051	0.307701	0.0354497	1.937915
3658	0	-254924.2	-254798.7	-125.4915	52.82173	0.01418939	0.0004502141	-0.01250219	0.133055	0.256556	0.113054	0.105673	0.280216	0.111447	0.1001514	2.07946e-43	6.8253e-22	2.63193e-09	4	0.300611	0.177073	0.211616	0.3107	0.08764921	1.142639
3659	1	-255442.5	-255318.5	-123.9263	52.52617	0.02269715	0.0005063503	-0.0746736	0.12004	0.263361	0.125038	0.108554	0.271461	0.111547	0.08543398	1.66648e-27	6.10555e-14	5.24944e-06	3.99999	0.299079	0.180045	0.213255	0.307621	0.01076038	7.93968
3660	0	-254921.2	-254794.1	-127.16	52.82173	0.009687493	0.0004508437	-0.01880721	0.115455	0.267954	0.116856	0.1086	0.27594	0.115195	0.1411319	3.98476e-63	9.4519e-32	2.13199e-13	4	0.300695	0.177123	0.211395	0.310787	0.1223247	1.153748
3661	1	-255442.5	-255318.6	-123.8922	52.52617	0.04068925	0.0004983667	0.05609049	0.120994	0.258764	0.121278	0.10994	0.273619	0.115404	0.0391241	8.90661e-16	4.45668e-08	0.00142202	3.99858	0.299482	0.180287	0.212196	0.308035	0.09521459	0.4109045
3662	0	-254919.9	-254793.5	-126.3526	52.99137	0.0275842	0.0004530146	0.01564915	0.120034	0.266577	0.111504	0.112316	0.274275	0.115294	0.1076058	8.33611e-23	1.36497e-11	4.95439e-05	3.99995	0.299794	0.177351	0.211668	0.311188	0.123255	0.8730343
3663	1	-255438.3	-255314.4	-123.8757	52.93649	0.01777787	0.0004964943	0.02087761	0.122748	0.261519	0.117474	0.103892	0.276786	0.117581	0.06862954	7.62554e-35	1.30661e-17	1.57513e-07	4	0.299482	0.180287	0.212196	0.308035	0.08950716	0.7667492
3664	0	-254919.9	-254795.3	-124.5715	52.99137	0.008083561	0.000451399	-0.01283864	0.121273	0.267135	0.117754	0.101151	0.276469	0.116217	0.05187414	1.85843e-75	6.45583e-38	5.88729e-16	4	0.299794	0.177351	0.211668	0.311188	0.03903551	1.328896
3665	1	-255440.6	-255316.5	-124.0207	52.93649	0.04624285	0.0004982754	-0.05609559	0.130134	0.264586	0.116204	0.106522	0.271082	0.111473	0.09379608	5.32495e-14	3.44436e-07	0.00332176	3.99668	0.299381	0.179058	0.212356	0.309205	0.03770049	2.487927
3666	0	-254923.8	-254798.6	-125.1387	52.20714	0.003634981	0.000463161	-0.05458389	0.126761	0.263177	0.118786	0.108621	0.269407	0.113248	0.07175112	1.31693e-166	1.71922e-83	7.16041e-35	4	0.299794	0.177351	0.211668	0.311188	0.01716723	4.179539
3667	1	-255441.2	-255315.8	-125.3915	52.93649	0.02041585	0.0005005617	0.0830908	0.117071	0.263916	0.122859	0.106252	0.275686	0.114216	0.02948771	1.81106e-30	2.01316e-15	1.27406e-06	4	0.299381	0.179058	0.212356	0.309205	0.1125785	0.2619302
3668	0	-254923.9	-254798.5	-125.4556	52.09796	0.03412143	0.000453538	0.02064476	0.127256	0.266211	0.112967	0.109683	0.269329	0.114554	0.0808306	1.26505e-18	1.68055e-09	0.000364999	3.99963	0.298026	0.178115	0.212422	0.311437	0.1014754	0.7965539
3669	1	-255444.8	-255321.2	-123.6	52.93649	0.03318015	0.0004954705	0.05831841	0.128268	0.256101	0.121511	0.10655	0.272027	0.115542	0.0181716	3.99593e-19	9.44588e-10	0.000287396	3.99971	0.298739	0.178673	0.214047	0.308541	0.07649001	0.2375682
3670	0	-254916.5	-254791.9	-124.6502	52.73509	0.0340844	0.0004514132	-0.01332789	0.124821	0.26667	0.114814	0.102384	0.275306	0.116004	0.04434132	1.21044e-18	1.64388e-09	0.000361673	3.99964	0.300289	0.179291	0.214035	0.306385	0.03101343	1.429746
3671	1	-255440.8	-255316.8	-124.0031	52.93649	0.03629095	0.0005022098	-0.02233923	0.124178	0.266204	0.117939	0.104504	0.273193	0.113982	0.09431303	1.43471e-17	5.65849e-09	0.000604005	3.9994	0.299179	0.178937	0.212888	0.308996	0.0719738	1.31038
3672	0	-254924.5	-254799	-125.4202	52.54327	0.02151385	0.0004540307	0.03015837	0.125169	0.267412	0.115134	0.105868	0.276073	0.110344	0.02473429	5.79317e-29	1.13849e-14	2.6148e-06	4	0.300887	0.179648	0.212471	0.306995	0.05489266	0.4505938
3673	1	-255440.7	-255316.8	-123.849	52.93649	0.01193361	0.0005002441	-0.04245407	0.12371	0.264428	0.117038	0.112087	0.26698	0.115756	0.08125809	1.98427e-51	6.66857e-26	5.70214e-11	4	0.299179	0.178937	0.212888	0.308996	0.03880402	2.094064
3674	0	-254920.2	-254794.3	-125.8527	52.55812	0.02028745	0.0004500196	0.030248	0.123491	0.264292	0.119768	0.106686	0.272852	0.112912	0.07613104	1.1784e-30	1.62391e-15	1.16538e-06	4	0.300887	0.179648	0.212471	0.306995	0.106379	0.7156583
3675	1	-255441.2	-255315.1	-126.0731	52.96506	0.03761735	0.0005018617	-0.0002798559	0.124937	0.264258	0.120264	0.110322	0.266513	0.113706	0.1356023	5.51606e-17	1.10939e-08	0.00079863	3.9992	0.299179	0.178937	0.212888	0.308996	0.1353224	1.002068
3676	0	-254924.3	-254798.5	-125.778	51.75287	0.03604745	0.0004460584	0.05069616	0.122185	0.263614	0.11663	0.106412	0.281554	0.109605	0.03787105	1.10845e-17	4.97377e-09	0.000572534	3.99943	0.301617	0.180084	0.210559	0.30774	0.08856721	0.4275968
3677	1	-255441.2	-255317.1	-124.0272	52.8333	0.02282205	0.0005014194	-0.03109662	0.119432	0.261275	0.118073	0.109622	0.275347	0.116251	0.09856643	2.32785e-27	7.21603e-14	5.62637e-06	3.99999	0.29935	0.178893	0.212836	0.308921	0.06746981	1.460897
3678	0	-254925.8	-254801.1	-124.6953	52.98984	0.03302586	0.0004516641	-0.02703696	0.115727	0.270525	0.111949	0.113883	0.269034	0.118882	0.05818314	3.28748e-19	8.56783e-10	0.000275995	3.99972	0.30043	0.179375	0.209731	0.310465	0.03114618	1.868067
